"basec_id","project_title","multi_or_monocentric","principal_investigator","investigational_sites","type","study_phase","study_category","lead_ec","local_ecs","final_decition_date"
2016-02021,"Posttransplant outcome and risk factors for
recurrence in Swiss kidney transplant
recipients with IgA nephropathy - The IgAN
recurrence study",multicentric,PD Dr. Min Jeong Kim,"Klink für
Transplantationsimmunolo
gie und Nephrologie,
Universitätsspital Basel,
Basel
Universitätsklinik für
Nephrologie, Hypertonie
und Klinische
Pharmakologie; Inselspital
Bern, Bern
Département des
spécialités de médecine
Service Néphrologie, HUG,
Genève
Klinik für Nephrologie und
Transplantationsmedizin,
Kantonsspital St. Gallen,
St. Gallen
Laboratoire
d’immunopathologie de
transplantation, CHUV,
Lausanne
Klinik für Nephrologie,
Universitätsspital Zürich,
Zürich","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ","Ethikkommission
Ostschweiz EKOS
Kantonale
Ethikkommission Bern
Kantonale
Ethikkommission
Zürich
Commission
cantonale d'éthique
de la recherche sur
l'être humain Vaud
(CER-VD)
Commission
cantonale d'éthique
de la recherche CCER",27.04.2017
2016-02024,"Mund- und Zahngesundheit bei
Schulkindern in Basel-Stadt: Prävalenz,
Risikogruppen und mögliche
Interventionsmassnahmen",monocentric,Prof. Dr. Tuomas Waltimo,"UZB-
Universitätszahnkliniken,
Basel","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,19.01.2017
2016-02036,"Influence of maternal and fetal factors on
the content of cell free fetal DNA in
maternal blood",monocentric,"Dr. med. Gwendolin
Manegold-Brauer","Universitäts-Frauenklinik
Basel, Basel","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,28.01.2017
2016-02047,"Offline vs. real-time point of care
assessment of microcirculation in patients
in shock: A prospective single-center study
comparing the visual offline analysis of
sublingual videomicroscopy clips with
automatic software analysis and the point
of care microcirculation (POEM) tool.",monocentric,Sibylle Zimmermann,"Universitätsspital Basel,
Basel","non clinical, involving
persons",,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,02.01.2017
2016-02048,"Selektive Aktivierung unmyelinisierter
Nervenfasern der Haut durch langsam
depolarisierende transkutane elektrische
Reize bei Patienten mit neuropathischen
Schmerzen und chronischem
postoperativem Schmerz",monocentric,"Dr. med. Gunther
Landmann","Zentrum für
Schmerzmedizin, Nottwil",clinical trial,,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,09.02.2017
2016-02050,"Outcome nach Versorgung abdominaler
Hernien am Universitätsspital Basel",monocentric,Dr. med. Ralph Stärkle,"Universitätsspital Basel,
Basel","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,16.01.2017
2016-02051,"Pharmazeutische Optimierung des
MedikamentenManagements bei
Entlassung aus dem Spital",monocentric,Dr. sc. Monika Lutters,"Kantonsspital Baden,
Baden","non clinical, involving
persons",,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,22.03.2017
2016-02052,"CASCADE study:
Cascade Genetic Testing for Hereditary
Breast Ovarian Cancer and Lynch
Syndrome in Switzerland",multicentric,Prof.Dr.Maria Katapodi,"Medizinische Fakultät,
Pflegewissenschaften,
Basel
Inselspital Bern, 3010
Bern
Universitätsklinik für
medizinische Onkologie,
Inselspital Bern, 3010 Bern
University Hospital
Geneva (HUG), CH-1211
Genève 14
Servizio di consulenza
genetica, Instituto
Oncologico della Svizzera
Italiana (IOSI) Ospedale
Italiano Lugano, 6500
Bellinzona","non clinical, involving
persons",,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ","Kantonale
Ethikkommission Bern
Commission
cantonale d'éthique
de la recherche CCER
Comitato etico
cantonale Ticino",06.02.2017
2016-02056,"Influence of the type of approach on
femoral and tibial component position in
total knee“ arthroplasty",monocentric,"PD Dr. med. Michael
Hirschmann","Kantonsspital Baselland
Bruderholz, Bruderholz","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,12.12.2016
2016-02058,"Reliability of cardiac troponins for the
diagnosis of myocardial infarction in the
presence of skeletal muscle disease",multicentric,Professor Christian Müller,"University Hospital Basel,
Basel
Kantonsspital Aarau, Aarau","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,20.12.2016
2016-02072,"Nutzen von Peer Counselling in der
Erstrehabilitation von
querschnittgelähmten Menschen",monocentric,Karin Roth,"Schweizer Paraplegiker
Zentrum , Nottwil","non clinical, involving
persons",,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,23.01.2017
2016-02076,"RANDOMIZED MULTI-CENTERED STUDY
ON ENHANCEMENT OF AUTOLOGOUS FAT
GRAFT SURVIVAL BY RECIPIENT SITE
PREPARATION",monocentric,Prof. Dr. med. Schaefer,"Departement für
Plastische,
Rekonstruktive,
Ästhetische Chirurgie und
Handchirurgie, Basel",clinical trial,,B,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,10.04.2017
2016-02078,"Clinical application of objective visual
acuity measurement using suppression
method to inhibit optokinetic nystagmus
(OKN).",monocentric,"Prof. Dr. med. Anja
Palmowski-Wolfe","Universitätsklinik, Basel",clinical trial,,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,29.05.2017
2016-02081,"Impact of von Willebrand factor complex
concentrates on necessity of blood
products in cardiac surgery patients
– A retrospective single-centre six year
observation",monocentric,"med. prakt. Katrin
Ledergerber","Operative
Intensivbehandlung,
Universitätsspital Basel,
Basel","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,25.01.2017
2016-02085,Development of Intestinal organoids,monocentric,Prof. Dr. Prisca Liberali,"FMI, Basel","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,21.12.2016
2016-02091,"Quality and Effectiveness of a Patient
History-Taking Application in the
Emergency Department",monocentric,"Prof. Dr. med. Roland
Bingisser","Notfallzentrum,
Universitätsspital Basel,
Basel","non clinical, involving
persons",,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,31.01.2017
2016-02103,"Evaluation of bone biomarkers in type 2
diabetes: a retrospective analysis
(Masterthese)",monocentric,"Prof. Dr. med. Christian
Meier","University Hospital , Basel","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,06.01.2017
2016-02104,"The effect of functional electrical
stimulation in tetraplegia reconstructive
surgery of the upper limbs",monocentric,Prof. Dr. med. Jan Fridén,"Schweizer Paraplegiker-
Zentrum, Nottwil",clinical trial,,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,28.01.2017
2016-02109,"Complications related to the use of
Hansson Pins in the in-situ fixation of
Slipped Capital Femoral Epiphysis",monocentric,PD Dr.med Erich Rutz,"Universitäts-Kinderspital
beider Basel (UKBB), Basel","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,20.03.2017
2016-02110,"Diagnostic accuracy of the quick Sepsis
related Organ Failure Assessment (qSOFA)
score and Systemic Inflammatory Response
Syndrome (SIRS) criteria for sepsis in
elderly patients attending a rural
Emergency Department in Switzerland",monocentric,Dr. med. H. E. Hüttner,"Siloah AG, Guemligen","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,11.01.2017
2016-02114,"Copeptin in Children with Acute
Gastroenteritis",monocentric,"Prof. Dr. med. Mirjam
Christ-Crain","University Hospital Basel,
Basel","non clinical, involving
persons",,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,13.02.2017
2016-02128,"Pattern recognition in clinical and
administrative patient data:
An interdisciplinary data mining study",monocentric,"PD Dr. med. Balthasar L.
Hug","University Hospital Basel,
Basel","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,17.01.2017
2016-02141,"Are whole spine localisers used as part of
magnetic resonance imaging examination
of lumbar spine useful for detection of
unexpected vertebral findings?",monocentric,Prof. Rahel A. Kubik- Huch,"Kantonsspital Baden
Radiologie, Baden","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,25.01.2017
2016-02142,"Corrrelation of clinical and pathological
findings in hematopoietic stem cell
transplant associated thrombotic
microangiopathy and acute graft-versus-
host disease",monocentric,PD Dr. /Michael/Medinger,"University Hospital Basel,
Basel","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,09.01.2017
2016-02149,"Interstitial bacterial pyelonephritis -
Analysis of children treated for this entity
at the Children's Hospitals of Basel and
Berne",multicentric,Prof. Christoph Rudin,"University Children's
Hospital, Basel,
Switzerland, Basel
University Children's
Hospital Inselspital, Bern","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ","Kantonale
Ethikkommission Bern",27.01.2017
2016-02168,"Distribution of gadolinium-based MRI
contrast agents into the cerebrospinal fluid",monocentric,"Dr. med. univ. Florian
Berger, BSc","Kantonsspital Baden -
Institut für Radiologie,
Baden","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,27.12.2016
2016-02177,"Rückkehr zum Sport nach VKB
Rekonstruktion. Welche Faktoren
beeinflussen die Rückkehr zum Sport?
Befragung einer Kohorte mittels
Fragebogen.",monocentric,"Prof. Dr. phil. PD Hannu
Luomajoki","ZHAW Departement
Gesundheit, CH-8401
Winterthur","non clinical, involving
persons",,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,03.01.2017
2016-02187,"Feasibility of Leap Motion Controller in
patients with parkinson's diase and acute
stroke",monocentric,Dr. Tim Vanbellingen,"Luzerner Kantonsspital,
Luzern","non clinical, involving
persons",,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,24.01.2017
2016-02190,"Non-invasive measurements of cardiac
output in children – electrical velocimetry
vs. echocardiography",monocentric,"PD Dr. med. Daniel
Trachsel","University Children's
Hospital Basel UKBB, Basel",clinical trial,,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,07.03.2017
2016-02191,"Simultaneous Tibial Osteotomy and Total
Ankle Replacement in Severe Misaligned
Arthritic Ankles",monocentric,"Prof. Dr. med. Beat
Hintermann","Kantonsspital Baselland,
Liestal","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,16.01.2017
2016-02197,"Retinale Gefässdurchmesser und
körperliche Leistungsfähigkeit in der
Frühschwangerschaft
resp.
Arterielle Gefässsteifigkeit und körperliche
Leistungsfähigkeit in der
Frühschwangerschaft",monocentric,"Prof. Dr. med. Henner
Hanssen","Departement für Sport,
Bewegung und
Gesundheit, Basel","non clinical, involving
persons",,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,20.01.2017
2016-02198,"COPEPTIN – A BIOMARKER TO IMPROVE
OUTCOME PREDICTION IN PATIENTS WITH
AN ACUTE PSYCHOTIC EPISODE",monocentric,Prof Mirjam Christ-Crain,"University Basel, Basel","non clinical, involving
persons",,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,31.01.2017
2016-02211,"Minimal invasive Operation nach Nuss zur
operativen Korrektur der Trichterbrust:
Erfahrungen aus 17 Jahren",monocentric,"Prof. Dr. med. Frank-
Martin Häcker","University Children's
Hospital Basel, Basel","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,11.01.2017
2016-02216,"Correlation between reading specific new
visual acuity measurement methods,
patient self-reported vision related quality
of life assessments, macular morphological
parameters and standardized study
protocol ETDRS visual acuity in wet AMD
patients (Master Thesis)",monocentric,Dr. med. Katja Hatz,"Vistaklinik, Binningen","non clinical, involving
persons",,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,31.01.2017
2016-02221,"Welche Bedeutung hat der Tibial
Tuberosity Trochlear Groove Index für das
Ergebnis nach Knietotalprothese?",monocentric,"PD MD Michael
Hirschmann","Klinik für Orthopädie und
Traumatologie
Kantonsspital Baselland
(Bruderholz Liestal,
Laufen), Bruderholz","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,06.04.2017
2016-02229,"The role of treatment expectation in
exposure training with spider fearful
participants",monocentric,Prof.Dr.Jens Gaab,"Abteilung Klinische
Psychologie und
Psychotherapie Fakultät
für Psychologie
Universität Basel, 4055
Basel",clinical trial,,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,21.02.2017
2016-02233,"Retrospective analysis of treatment
decisions and outcome in patients with
multiple sclerosis",monocentric,Dr.med Oliver Findling,"Kantonsspital Aarau, 5000
Aarau","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,21.02.2017
2016-02238,"The Triadyme-C Total Disc Replacement in
the Treatment of Degenerative Cervical
Disc Disease",monocentric,"PD Dr. med. Oliver
Hausmann","Neuro- und
Wirbelsäulenzentrum St.
Anna, Luzern","non clinical, involving
persons",,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,26.06.2017
2017-00002,"NeMeRe, a Multi-Institutional
Retrospective and Prospective Registry of
Neoplastic Meningitis in Adults",multicentric,Dr.med. Silvia Hofer,"Luzerner Kantonsspital,
Luzern
Hopitaux Universitaires de
Genève (Geneva
University Hospitals),
Department of Oncology,
Geneva","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ","Commission
cantonale d'éthique
de la recherche CCER",08.02.2017
2017-00004,"Registry of Sacrocolpopexy as surgical
Intervention in Pelvic organ Prolapse:
perioperative morbidity, Quality of life and
Outcome",multicentric,Dr. Hansjörg Huemer,"Bethesda Spital, Basel
Kantonspital Baselland,
Liestal","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,28.04.2017
2017-00005,"Monitoring the Effectiveness of the
Vacuum Bell during
Pectus Excavatum Treatment: Technical
Innovation",monocentric,Dr. Sergio Sesia,"University Children's
Hospital Basel, Basel","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,31.01.2017
2017-00007,"Comparison of functional expansion
pharyngoplasty (FEP) with radiofrequency
volume reduction of the soft palate (RF-
UPPP) in surgery for sleep-related
breathing disorders",monocentric,Dr. Martin Brumann,"Kantonsspital Liestal HNO,
Liestal","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,24.01.2017
2017-00011,"Establishing a sonographic Register in the
Department of Rheumatology, University
Hospital Basel",monocentric,Prof. Diego Kyburz,"Rheumatologisches
Universitätsspital, Basel","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,14.02.2017
2017-00021,"The significance of 18F-fluorocholin-
PET/CT as a localizing imaging technique in
patients with primary hyperparathyroidism
and negative conventional imaging",monocentric,"Dres. med. Stefan Fischli
and Isabelle Suter.Widmer","Luzerner Kantonsspital ,
Luzern","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,03.04.2017
2017-00026,"Outcome nach proktologischen Eingriffen
am Universitätsspital Basel",monocentric,Dr. med. Philippe Glauser,"Universisty Hospital, Basel","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,01.02.2017
2017-00031,"Can a reduction of the pain scale and an
improvement of the mouth muscular
system be achieved with the hyperboloyde
therapy and / or the technique of
Hentschel in the case of patients with
bruxism.",monocentric,"Prof. Hans- Florian
Zeilhofer","Univeristät Basel, Mund,-
Kiefer und
Gesichtschirurgie, Basel",clinical trial,,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,09.02.2017
2017-00036,"One-stage cleft repair outcome at age 7- to
14- years by UCLP- the new data from the -
All-in-one cleft surgery-concept from 2003-
2010 compared to the control group of the
one-stage cleft repair outcome at age 5 - to
18 years from 1991-2002",monocentric,PD DR. mult A.A. Müller,"Universitätsspital Basel,
Basel","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,08.08.2017
2017-00038,"IMPACT OF LATERALITY ON THERAPY AND
OUTCOME IN HIGH GRADE GLIOMA
PATIENTS",monocentric,Dr. med. Daniel Coluccia,"Kantonsspital Aarau AG,
Aarau","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,29.03.2017
2017-00039,"Modulation der präattentiven akustischen
Reizdiskrimination durch Emotion und
Salienz – eine experimentelle
psychophysiologische Pilotstudie",monocentric,PD Dr. Timm Rosburg,"Universitäre
Psychiatrische Kliniken
Basel (UPK), Basel","non clinical, involving
persons",,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,01.03.2017
2017-00042,"3D computed tomography – A
retrospective comparative study of volume
and cinematic rendering in cases of high
ankle and shoulder injuries",monocentric,"Dr. med. univ. Florian
Berger","Kantonsspital Baden,
Baden","personal
data/biological material",,,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ",,23.01.2017
2017-00043,"Fast Multiplex Assay of Gram negative rods
for antibiotic Stewardship in Hospitalized
Patients",multicentric,Prof. Dr. med. Daiana Stolz,"Clinic of Pulmonary
Medicine and Respiratory
Cell Research, University
Hospital Basel, Basel
Klinik für Infektiologie und
Spitalhygiene,
Rorschacherstrasse 95,
9007 St. Gallen
Klinik für Infektiologie und
Spitalhygiene,
Rorschacherstrasse 95,
9007 St. Gallen",clinical trial,,A,"Ethikkommission
Nordwest- und
Zentralschweiz EKNZ","Ethikkommission
Ostschweiz EKOS",06.04.2017
